speaker,utterance,start_time,end_time
C,"So It doesn't need ordered , no.",3497.21,3502.12
C,"No , it isn't.",3502.32,3502.97
D,Um well that's the t are you using T_F_I_D_F_ for the information density?,3516.67,3522.74
C,"Um it's in what is implemented in Rainbow is information gain and , I'm not quite Alright sure how they okay ,.",3523.39,3529.39
C,calculate that.,3530.23,3530.97
D,"Like 'cause frequency would be useful I , think Yeah.",3532.42,3537.62
D,But.,3537.7,3537.7
D,"um depending on the context the , size , and what we consider a document in the sense of calculating T_F_I_D_F_ is gonna change.",3537.9,3547.92
D,Which might need thinking about.,3550.46,3552.19
C,Uh that's what Rainbow does I.,3563.4,3564.61
C,think you j can just get probabilities for a certain words for each document.,3564.76,3570.77
C,Certain Um we would have to look at that.,3572.06,3578.9
C,Mm-hmm.,3585.58,3586.02
C,Oh.,3587.79,3588.1
D,"I think it would be useful yeah ,.",3599.03,3600.6
D,Well you need the raw frequency as well.,3602.39,3607.4
D,But um you also need how many times things occur within each document.,3607.4,3615.81
D,"And um what we consider a document's gonna depend on our context , I think.",3617.34,3622.73
D,"'Cause if we're looking at the whole lot of meetings we'll , consider each meeting a document in sort of terms of this algorithm.",3622.73,3629.39
D,And if we're viewing like say just a small topic segment you might look at even each utterance as a small document.,3629.39,3638.62
D,"Yeah , but the thing is um It's gonna need some th th thought of how we Actually maybe it doesn't actually matter.",3657.12,3668.26
D,"Maybe if you just do it once at the highest level , it it will be fine.",3668.26,3673.04
D,But I was just thinking it might be difficult to calculate the T_F_I_D_F_ off-line for all the different levels we might want.,3673.04,3681.11
D,"'Cause if we're gonna allow disjoint segments for example , then how are we gonna know what's gonna be in context at any given time?",3681.11,3689.2
D,"But I suppose if you just did it globally , treating a meeting as a document , it'd probably still be work out fine because , you'd only be comparing to ones within the context.",3689.2,3700.25
D,"Uh I don't know , I thought were you gonna use that in the end?",3709.73,3712.58
D,The information density.,3715.4,3716.71
D,"Oh sorry that's , what I mean Like.",3729.4,3730.31
D,"um yeah for , each word or whatever , but across the whole lot is what I mean by highest level Like.",3730.63,3737.31
D,across the whole corpus.,3737.47,3738.57
D,"Yeah , but you'd probably look at each meeting as a document.",3746.73,3749.29
D,Mm possibly.,3766.42,3767.34
C,"Yeah that's , what I thought as well that , you that probably the the topic segment level is the most um informative for the words.",3783.48,3793.52
D,"Are they big enough to get anything meaningful Yeah that's , out the of problem?",3794.42,3797.05
C,.,3797.62,3797.62
C,I don't know.,3797.62,3798.23
D,"Well yeah , that is not it's not an issue You.",3814.21,3815.78
D,just concatenate an X_M_L_ file together but.,3815.9,3818.27
D,we still want to have like a notion of meetings for the user.,3818.43,3822.65
B,"Yes , definitely.",3823.37,3825.56
D,"Yeah , sure.",3830.98,3832.1
D,"Yeah , you just like whatever you want to look at , you just jam together into an X_M_L_ file and that's your meeting , even though bits of it may come from all over the place or whatever.",3832.1,3843.37
D,I mean I don't see why that's really a big problem.,3843.37,3848.03
D,So basically what you're saying is you can take an arbitrary amount of data and process it with the same algorithm It.,3856.98,3862.54
D,doesn't matter conceptually what that data is.,3862.66,3866.26
D,It could be a meeting it.,3866.26,3867.37
D,could be two utterances.,3867.45,3869.27
D,it could be a meeting plus half a meeting from somewhere else.,3869.27,3872.16
D,I don't think it's very difficult though.,3904.71,3906.1
D,"I mean what you do is you just build an X_M_L_ file , and if you want it to get down to the utterances , you'd go to the leaves.",3906.1,3913.38
D,"And then if you wanted the next level up , you'd go to the parents of those and like just go from like the leaves inwards towards the branch to build up things like um you know , when you click on a segment , it's gonna have like words or whatever that are important.",3913.38,3932.13
D,"As long as like the algorithms are designed um with it in mind I , don't think it's a very big problem.",3939.98,3946.05
D,"Well like say you had um like say for a meeting right , you've , got like uh say a hierarchy that looks quite big , like this.",3949.19,3959.2
D,And like the utterances come off of here maybe.,3961.84,3964.19
D,"Then when whatever your algorithm is doing as , long as when you're working with utterances you , go for all the leaves , like then if you need something next up , so like a topic segment , you'd go to here But.",3966.04,3978.29
D,"if you were looking at say this one , so only went like this.",3978.6,3981.81
D,"Right , so you it's same , you'd start with the leaves and , you go oh , I want a topic segment.",3985.18,3989.48
D,So I go one layer up.,3989.48,3990.48
D,"See , and then if you're working with just a topic segment in there , it's the only thing you have to worry about.",3992.16,3998.33
D,"And like each time you want a higher level you , just need to go up the tree.",3998.33,4002.56
D,"And as long as your algorithm respects that , then we can just process any arbitrary X_M_L_ file with whatever hierarchical structure we want.",4002.56,4013.87
D,"A meeting , say , and that would be a topic segment.",4019.3,4021.7
D,"So I think as long as you build an algorithm that respects whatever structure's in the file , rather than imposing its own structure Well no , it doesn't have to be.",4029.92,4049.13
D,But I mean it could be as many nodes as you want.,4051.2,4053.81
D,"Like this one could be deeper maybe , say So.",4053.81,4058.02
D,"then you'd start with all your utterances here , and when you go up to get topic segments you , go to here here here here here here here.",4058.18,4065.82
D,That might be a bit confusing though 'cause you have things on different levels.,4068.0,4070.99
A,Mm is there anything else we should discuss?,4099.41,4101.28
D,Well Wednesday Yeah.,4106.34,4108.43
D,.,4108.84,4108.84
D,Yeah.,4112.56,4112.82
D,So we'll see if we can get like a mini-browser just displays two things synched together of some kind.,4114.85,4121.81
D,Yeah.,4121.81,4122.99
D,Yeah.,4122.99,4123.15
A,"Yeah , should we not have like a group directory or something where we can put all our code in and that kinda thing?",4127.45,4132.95
D,It'd be useful.,4133.69,4134.3
D,I don't know who you see about that though.,4134.3,4135.99
A,Hmm.,4136.63,4136.91
A,I've gotten Mm-hmm mm I.,4149.32,4149.96
D,d have hardly no any idea.,4149.99,4151.03
D,I've probably got a reasonable amount because um everything on my DICE account can actually be deleted 'cause I store it all at home as well.,4153.96,4161.13
A,Hmm.,4162.31,4162.62
D,"Is that guaranteed to stay , the Yeah we , can ask Steve if um we can get space.",4172.82,4179.72
D,Maybe you should send a support form.,4183.21,4184.96
A,"Yeah uh , we could Just do that say.",4185.66,4187.0
D,we want some web space.,4187.12,4188.42
D,Listen to.,4191.06,4192.57
A,"Yeah , I'm sure he had to deal with that last year.",4193.81,4195.69
D,Yeah 'Cause.,4195.87,4196.58
D,that'd be really useful is if we had a big directory Especially.,4196.72,4200.17
D,for transferring stuff.,4200.54,4202.37
D,"Having said that , are we allowed to take a copy of the ICSI corpus Something?",4206.72,4210.48
D,we should probably ask before we do it.,4210.69,4212.3
D,.,4213.943,4213.943
D,Okay.,4217.01,4217.53
D,Okay.,4233.48,4233.9
D,"No me , neither Yeah , right.",4245.27,4247.59
B,Ye.,4249.85,4250.15
C,So M shall we sit together tomorrow then as well?,4252.22,4254.35
C,Uh Yeah.,4254.35,4255.32
C,Okay.,4255.38,4255.76
B,"Um Jasmine uh , um what is um the text you're extracting uh looking like then at the end?",4256.32,4264.31
C,"Um yeah , w , would it be best?",4265.08,4267.6
C,At the moment it's Because it's just um lines I of I think it's actually very similar to what I did for my Mm-hmm.,4267.6,4273.4
B,um speaker um uh extraction and I think I would ch perhaps have to change two lines of codes to get you um for each meeting a file that says fr from um this millisecond to this millisecond there was this sequence of words.,4273.5,4292.44
B,And so on.,4294.13,4294.62
C,Um So that's just changing two lines of code.,4296.13,4300.15
B,And it would give you that.,4300.15,4301.22
B,So Okay.,4301.22,4303.6
C,"So um you'd do you extract the words the , raw text , as well Um?",4303.6,4307.95
C,Uh yeah So.,4307.95,4308.54
B,far I extracted um the dura durations Okay.,4308.75,4312.75
B,But.,4312.75,4312.81
B,it's from the words file So.,4313.17,4314.68
B,I could Mm-hmm just.,4315.05,4315.57
B,um Print contatenate out.,4316.72,4318.53
B,"concatenate um the words instead of the durations , and it should I mean Should be very straight-forward.",4318.95,4332.14
B,I can try to do it and send it to you Okay.,4334.26,4336.92
B,Pe and Okay.,4336.92,4337.34
B,"you that , have a look at it , will it make sense for what you want.",4337.47,4341.02
C,Okay.,4342.8,4343.17
C,So have we already extracted from all the files?,4351.34,4353.82
B,"Yeah uh , p I mean it Yeah I just.",4354.56,4356.39
B,let it run over all the files.,4356.84,4358.61
B,So Did you also order Yes Mm-hmm.,4358.61,4361.81
B,I.,4362.22,4362.22
B,just ordered.,4362.28,4362.98
B,Uh I ordered according to the um starting times Hmm of.,4365.92,4369.57
B,the utterances.,4369.64,4370.29
B,What do you mean by diffe Hmm.,4382.18,4387.68
B,"Yeah I , mean t I I have one what I give you would be one file for each meeting.",4392.71,4398.18
B,"Yeah , not for each meeting series.",4401.57,4403.55
B,I didn't do that yet.,4403.55,4404.4
B,"Yeah , one Hmm group.",4411.33,4412.07
B,", yeah Might.",4412.26,4412.44
D,be funny to see what is summarised the whole corpus as anyway.,4412.57,4419.9
D,I think it'd be very useful But.,4419.9,4421.5
B,"Yeah I , mean there's one series that has just one meeting That sounds good.",4434.05,4439.16
B,.,4439.47,4439.47
B,Yes.,4444.88,4445.71
B,Um the you you the data is of the form you have um three identification letter.,4445.71,4451.31
B,"So B_E_D_ or B_B_D_ or something , and that's always the same group.",4451.31,4456.09
B,"And then after that there's um a number like O_O_ one , O_O_ two.",4456.09,4460.96
B,"So , it's a Yeah , but that's Hmm.",4460.96,4470.99
B,that's really quite easy to see because they're named.,4471.12,4475.28
B,Yes.,4492.11,4493.0
B,"But I I mean as um the start uh start times um start for each meeting at zero , you could just probably just um add the um final second time to the next meeting and so on and just put it all together.",4493.0,4512.2
B,"But then we would have to change um the information about who on which channel it was set um , to by which person it was set.",4512.2,4522.19
B,And that is actually stored in another X_M_L_ document.,4522.19,4525.28
A,Hmm.,4526.22,4526.42
A,"Yeah , that's what I'm gonna need.",4534.72,4536.71
B,"Yeah I , w would then just not print out the um Yes start.",4538.2,4543.44
B,"and end times Yeah it's , just mo.",4543.8,4545.33
A,changing Okay it a bit.,4545.44,4545.94
A,.,4546.03,4546.03
B,"No , it's for every single word.",4550.72,4552.4
D,We can Or just for change every the code single.,4553.72,4554.82
B,utterance.,4554.94,4555.62
B,Yeah Yeah.,4555.62,4555.94
B,", that depends on what you want.",4556.06,4557.25
B,"Yeah but , I do it with Perl , it's just string manipulation So.",4559.6,4562.52
B,I would I mean I would just Sure.,4562.68,4570.03
B,"No I , didn't do a sea no.",4582.42,4584.29
A,"No , but uh that's what M_L_C_ seg does.",4587.11,4589.74
A,It it marks the end of each segment.,4589.74,4592.02
A,Yeah.,4594.57,4594.76
A,Yeah.,4604.13,4604.34
B,And you would want that all in one file for all the corpus?,4606.54,4611.81
B,Or For the series.,4611.81,4615.12
B,"Yeah , I can directly put it into uh just like Oh So.",4620.19,4626.79
B,uh only words um per meeting series.,4627.16,4631.71
A,Yeah.,4636.54,4636.77
A,"Yeah , for me it's better if they're by meeting.",4638.2,4640.33
B,Uh-huh.,4643.75,4644.13
B,Yes.,4648.13,4648.89
B,"Yeah , they will just I will just take I would uh take over the names they have anyway.",4650.4,4656.58
B,"Yeah , yeah.",4661.08,4661.47
B,"Yeah , one series has the um same three starting letters So.",4662.81,4667.07
B,So only words and words and times And.,4669.11,4672.12
C,"Uh you I don't need the times , I just need the words.",4672.23,4675.46
C,"But um Yeah you , Yeah want in , the it right ordered order Yes.",4675.46,4679.19
B,Okay.,4679.46,4679.46
B,.,4680.83,4680.83
B,"Okay , anybody.",4680.83,4682.45
B,Um ord base dot times.,4685.37,4686.88
B,"Yeah , and do you want Yeah , sometimes they're contained in one another.",4688.1,4694.18
B,"So Yeah , that doesn't matter too much Just , I think after th.",4694.18,4697.1
B,mm-hmm 'Kay.,4697.35,4698.8
B,.,4699.1,4699.1
B,Ordered Only.,4700.34,4701.62
B,words.,4702.0,4702.57
A,Then that'll be really easy to do once they've got the raw text.,4715.76,4719.1
A,It's just a case of running the script.,4719.1,4721.32
A,"Yeah , I mean hopefully this week.",4724.85,4726.45
B,"Um and I think um for all the corpus , it's just from I know from other times , it's um nine megami byte to have I mean should be should be similar Is that to it have the That's?",4727.29,4737.89
D,quite words good.,4738.08,4738.55
B,Should.,4739.33,4739.33
B,be.,4739.65,4739.87
B,Na um all the words together um for all the meetings.,4742.16,4745.88
A,Alright.,4746.92,4747.08
B,"That's what I'm guessing that's you , know , um what I because nine mega-byte is what I got for when I said for every um utterance this , is goes from there to there and takes takes seconds.",4749.62,4764.74
A,And we Oh could.,4767.71,4768.97
B,"Yeah , I mean I'm it doing it for all of it.",4768.97,4772.8
B,Doesn't matter.,4772.8,4773.65
D,Yeah.,4781.27,4781.65
B,"Yeah , I mean I hope it will be the same for the words It's.",4790.55,4794.46
B,"just what I I I could just use it with the frequency , I think , until the information density thing's finished.",4794.67,4823.08
D,That would be really useful.,4823.08,4824.19
B,Mm-hmm Hmm.,4824.86,4825.59
B,.,4825.73,4825.73
B,Mm So.,4825.73,4827.05
B,so um I will probably send um just one file of the first meeting um to all those who need it so that you can have a look whether that's what you want.,4828.34,4839.35
C,Mm-hmm.,4839.91,4840.27
B,"Yeah I , mean if it's just for one meeting it's , really not too big.",4844.42,4847.23
B,Yeah.,4849.51,4849.8
C,How long would it take to make the frequency counts with a Java hash table?,4856.57,4863.09
C,Yeah.,4868.2,4868.82
C,"No how , long you would have to program something.",4871.04,4873.98
C,Okay.,4879.8,4880.1
C,Mm.,4886.37,4886.73
C,"Because it's quite easy in Perl as well , it's just a line of code for counting all the words and yeah , it's it's by hashes.",4891.18,4899.73
C,Yeah.,4901.68,4902.05
C,Yeah.,4905.03,4905.27
C,'Kay.,4915.12,4915.39
D,"If you're doing it in Java , could you um serialize the output as well as writing it to a file?",4921.63,4928.03
D,"If you're doing it in Java , could you serialize the um dictionary , yeah , as well as writing it to a file?",4928.03,4934.56
D,It's really easy.,4936.25,4937.52
D,I don't see why it'd be any more massive than the file.,4941.91,4943.99
D,Yeah.,4947.32,4947.73
D,It just saves you parsing the um file representation of it.,4951.16,4956.71
D,And now 'cause I would be using it in Java anyway.,4956.71,4959.51
D,So I'd just be building the data structure again.,4959.51,4961.74
D,"Yeah but , it seems like a bit silly to be parsing it over and over again kinda thing.",4971.86,4976.73
D,I would've thought that um I think all the collections and things implement serializable already.,4987.25,4994.49
D,I think they might do.,4997.18,4998.25
D,Tonight I'll try and um I'll either work some more on uh the T_F_I_D_F_ summarizer or do the audio thing.,5013.02,5021.09
A,Don't know Suppose.,5039.62,5039.92
A,we're just getting on with all our Yeah components.,5040.16,5042.58
A,So.,5043.12,5043.12
D,Do I we have know to demonstrate something next week.,5047.24,5048.83
A,Wa?,5048.83,5048.88
B,What do we have to demonstrate?,5049.55,5050.89
A,Yeah Yeah.,5059.43,5060.09
A,"he , suggested that we could have an uh initial prototype.",5060.21,5062.96
A,"I know , I'd Yeah.",5066.7,5067.55
A,b I'd be surprised if we can get anything working by next week.,5067.65,5072.3
A,Alright.,5081.07,5081.24
D,"Yeah , I know.",5092.34,5093.27
D,I think it's 'cause we had to specify it ourselves that it's not as um like focus the specification of most um work we have to do.,5098.29,5107.97
D,Yeah.,5113.62,5114.09
D,Once we start doing it it will all become more or less obvious I think anyway.,5115.46,5119.5
